ID,taxonomia,regional_boticario,uf,praca,Clustes exibidores,exibidores,Cluster formato,formato,estatico,digital,range_minimo,range_maximo,quantidade,periodicidade,s1,s2,s3,s4,flight,unitario_bruto_tabela,desconto,unitario_bruto_negociado,total_bruto_negociado
154,ouro promo,centro oeste,ms,campo grande,Outros,Tutto,Busdoor,Busdoor ,1,0,6,12,10,Mensal,10,0,0,0,1,"4113,00","0,40","2467,80","24678,00"
155,ouro promo,centro oeste,ms,campo grande,Outros,Cartaxi,Busdoor,Taxi - Vidro traseiro + interno,1,0,10,20,15,Mensal,15,0,0,0,1,"1600,00","0,70","480,00","7200,00"
156,prata,centro oeste,ms,campo grande,Eletromidia,Total Midia,Outdoor,Outdoor Lonado,1,0,6,12,8,Bisemanal,8,0,0,0,1,"1700,00","0,06","1598,00","12784,00"
157,prata,centro oeste,ms,campo grande,Eletromidia,Total Midia,Front,Frontlight,1,0,2,10,2,Mensal,4,0,0,0,1,"3500,00","0,04","3360,00","6720,00"
158,prata,centro oeste,ms,campo grande,Eletromidia,Total Midia,Front,Painel de Led,0,1,3,8,2,Mensal,2,0,0,0,1,"7000,00","0,14","6020,00","12040,00"
159,prata,centro oeste,ms,campo grande,Bigdoor,WeOOh,Front,Painel de Led,0,1,3,8,2,Mensal,2,0,0,0,1,"27024,15","0,70","8107,25","16214,49"
160,prata,centro oeste,ms,campo grande,Bigdoor,WeOOh,MUB,BigMub,0,1,4,8,5,Mensal,5,0,0,0,1,"7020,00","0,68","2246,40","11232,00"
161,prata,centro oeste,ms,campo grande,Eletromidia,Top Midia,Front,Frontlight,1,0,2,10,2,Mensal,4,0,0,0,1,"9000,00","0,20","7200,00","14400,00"
162,prata,centro oeste,ms,campo grande,Outros,Zoom Comunicação,Front,Painel de Led,0,1,3,8,2,Diária,0,2,2,0,2,"400,00","0,10","360,00","1440,00"
163,prata,centro oeste,ms,campo grande,Outros,Zoom Comunicação,Front,Frontlight,1,0,2,10,2,Mensal,2,0,0,0,1,"4200,00","0,10","3780,00","7560,00"
164,prata,centro oeste,ms,campo grande,Outros,Zoom Comunicação,MUB,Abrigo de onibus,1,0,5,12,6,Mensal,6,0,0,0,1,"550,00","0,27","401,50","2409,00"
165,data produto,centro oeste,df,brasilia,Bigdoor,WeOOH,Front,Highline ,0,1,1,1,1,Semanal,0,1,0,0,1,"113400,00","0,30","79380,00","79380,00"
166,data produto,centro oeste,df,brasilia,Bigdoor,WeOOH,MUB,Relogios,0,1,10,25,15,Semanal,15,15,0,0,2,"3326,00","0,55","1496,70","44901,00"
167,data produto,centro oeste,df,brasilia,Outros,Metropolis,Front,Painel Eixão Sul,0,1,1,1,1,Semanal,0,0,1,0,1,"65000,00","0,50","32500,00","32500,00"
168,data produto,centro oeste,df,brasilia,Outros,Metropolis,Empena,Empena,0,1,1,3,1,Semanal,1,0,0,1,2,"65000,00","0,50","32500,00","65000,00"
169,data produto,centro oeste,df,brasilia,Outros,Metropolis,MUB,Mub ,0,1,10,30,25,Semanal,25,0,0,0,1,"1480,00","0,50","740,00","18500,00"
170,data produto,centro oeste,df,brasilia,Outros,Visuplac,MUB,Mub ,1,0,10,30,14,Mensal,14,0,0,0,1,"6000,00","0,30","4200,00","58800,00"
171,data produto,centro oeste,df,brasilia,Outros,Visuplac,Front,Frontlight,1,0,3,7,5,Mensal,5,0,0,0,1,"15500,00","0,70","4650,00","23250,00"
172,data promo,centro oeste,df,brasilia,Bigdoor,WeOOH,Front,Painel,0,1,1,4,1,Semanal,1,0,0,0,1,"35211,00","0,30","24647,70","24647,70"
173,data promo,centro oeste,df,brasilia,Bigdoor,WeOOH,MUB,Relogios,0,1,10,25,13,Semanal,13,13,0,0,2,"3326,00","0,55","1496,70","38914,20"
174,data promo,centro oeste,df,brasilia,Outros,Metropolis,Front,Painel Eixão Sul,0,1,1,4,1,Semanal,0,0,1,0,1,"65000,00","0,50","32500,00","32500,00"
175,data promo,centro oeste,df,brasilia,Outros,Metropolis,MUB,Mub ,0,1,10,30,10,Semanal,10,0,0,0,1,"1480,00","0,50","740,00","7400,00"
176,data promo,centro oeste,df,brasilia,Outros,Visuplac,MUB,Relogio ,1,0,10,25,10,Semanal,0,0,10,10,2,"5000,00","0,32","3400,00","68000,00"
177,data promo,centro oeste,df,brasilia,Outros,Neooh,MUB,Totem D.Face Pontão L. Sul,0,1,1,1,1,Semanal,0,0,1,0,1,"172800,00","0,45","95040,00","95040,00"
178,data promo,centro oeste,df,brasilia,Outros,Visuplac,MUB,Mub ,1,0,10,30,10,Mensal,10,0,0,0,1,"6000,00","0,43","3420,00","34200,00"
179,data promo,centro oeste,df,brasilia,Outros,Visuplac,Front,Frontlight,1,0,3,7,3,Mensal,3,0,0,0,1,"15500,00","0,70","4650,00","13950,00"
180,data promo,centro oeste,df,brasilia,JCDecaux,JcDecaux,MUB,Mub ,1,0,10,30,15,Semanal,0,15,0,0,1,"1960,00","0,68","627,20","9408,00"
181,ouro produto,centro oeste,df,brasilia,Bigdoor,WeOOH,Front,Painel,0,1,1,3,2,Semanal,2,0,0,0,1,"35211,00","0,30","24647,70","49295,40"
182,ouro produto,centro oeste,df,brasilia,Bigdoor,WeOOH,MUB,Relogios,0,1,8,18,15,Semanal,15,15,0,0,2,"3326,00","0,55","1496,70","44901,00"
183,ouro produto,centro oeste,df,brasilia,Outros,Metropolis,Front,Painel Eixão Sul,0,1,1,3,1,Semanal,0,0,1,0,1,"65000,00","0,50","32500,00","32500,00"
184,ouro produto,centro oeste,df,brasilia,Outros,Metropolis,MUB,Mub ,0,1,8,20,15,Semanal,15,0,0,0,1,"1480,00","0,50","740,00","11100,00"
185,ouro produto,centro oeste,df,brasilia,Outros,Visuplac,MUB,Mub ,1,0,8,20,10,Mensal,10,0,0,0,1,"6000,00","0,30","4200,00","42000,00"
186,ouro produto,centro oeste,df,brasilia,Outros,Visuplac,Front,Frontlight,1,0,2,5,3,Mensal,3,0,0,0,1,"15500,00","0,70","4650,00","13950,00"
187,ouro promo,centro oeste,df,brasilia,Bigdoor,WeOOH,Front,Painel,0,1,1,3,1,Semanal,1,0,0,0,1,"35211,00","0,30","24647,70","24647,70"
188,ouro promo,centro oeste,df,brasilia,Bigdoor,WeOOH,MUB,Relogios,0,1,8,18,15,Semanal,0,15,0,0,1,"3326,00","0,55","1496,70","22450,50"
189,ouro promo,centro oeste,df,brasilia,Outros,Metropolis,MUB,Mub ,0,1,8,20,20,Semanal,20,0,0,0,1,"1480,00","0,50","740,00","14800,00"
190,ouro promo,centro oeste,df,brasilia,Outros,Visuplac,MUB,Relogio ,1,0,8,18,15,Semanal,0,0,15,0,1,"5000,00","0,32","3400,00","51000,00"
191,ouro promo,centro oeste,df,brasilia,Outros,Visuplac,MUB,Mub ,1,0,8,20,14,Mensal,14,0,0,0,1,"6000,00","0,43","3420,00","47880,00"
192,ouro promo,centro oeste,df,brasilia,Outros,Visuplac,Front,Frontlight,1,0,2,5,3,Mensal,3,0,0,0,1,"15500,00","0,70","4650,00","13950,00"
193,ouro promo,centro oeste,df,brasilia,JCDecaux,JcDecaux,MUB,Mub ,1,0,8,20,15,Semanal,0,15,15,0,2,"1960,00","0,68","627,20","18816,00"
194,prata,centro oeste,df,brasilia,Outros,Metropolis,MUB,Mub ,0,1,6,18,13,Semanal,13,13,0,0,2,"1480,00","0,50","740,00","19240,00"
195,prata,centro oeste,df,brasilia,Outros,Visuplac,MUB,Relogio ,1,0,6,15,10,Semanal,0,0,10,0,1,"5000,00","0,32","3400,00","34000,00"
196,prata,centro oeste,df,brasilia,Outros,Visuplac,MUB,Mub ,1,0,6,18,8,Mensal,8,0,0,0,1,"6000,00","0,43","3420,00","27360,00"
197,prata,centro oeste,df,brasilia,JCDecaux,JcDecaux,MUB,Mub ,1,0,6,18,8,Semanal,0,8,8,0,2,"1960,00","0,68","627,20","10035,20"
198,data produto,norte,pa,belem,Eletromidia,eletromidia,Front,painel led,0,1,6,12,1,semanal,1,0,1,0,2,"5929,00","0,60","2371,60","4743,20"
199,data produto,norte,pa,belem,Bigdoor,WeOOH,Front,Painel de Led,0,1,6,12,1,Mensal,1,0,0,0,1,"27024,10","0,75","6756,03","6756,03"
200,data produto,norte,pa,belem,Eletromidia,Brasil Midia Exterior,Front,Painel de Led,0,1,6,12,1,Mensal,1,0,0,0,1,"7000,00","0,10","6300,00","6300,00"
201,data produto,norte,pa,belem,Eletromidia,Brasil Midia Exterior,Front,Frontlight,1,0,4,8,1,Mensal,1,0,0,0,1,"7500,00","0,10","6750,00","6750,00"
202,data produto,norte,pa,belem,Eletromidia,Brasil Midia Exterior,Outdoor,Outdoor lonado,1,0,15,30,25,Bisemanal,25,0,0,0,1,"2650,00","0,10","2385,00","59625,00"
203,data produto,norte,pa,belem,Bigdoor,Ultra OOH,Front,Painel de Led,0,1,6,12,1,Mensal,1,0,0,0,1,"5593,00","0,25","4194,75","4194,75"
204,data produto,norte,pa,belem,Bigdoor,Ultra OOH,Front,Frontlight,1,0,4,8,2,Mensal,2,0,0,0,1,"8340,00","0,30","5838,00","11676,00"
205,data produto,norte,pa,belem,Bigdoor,Ultra OOH,Empena,Empena,1,0,2,5,3,Mensal,3,0,0,0,1,"19133,33","0,25","14350,00","43050,00"
206,data produto,norte,pa,belem,Bigdoor,Green Outdoor,Front,Painel de Led,0,1,6,12,1,Mensal,1,0,0,0,1,"2362,00","0,20","1889,60","1889,60"
207,data produto,norte,pa,belem,Bigdoor,Green Outdoor,Outdoor,Outdoor lonado,1,0,15,30,25,Mensal,0,0,25,0,1,"2650,00","0,20","2120,00","53000,00"
208,data produto,norte,pa,belem,Outros,S2X Promoções,Busdoor,Carro de Som,0,0,7,30,7,Diaria 8 horas,7,0,7,0,2,"2120,00","0,40","1272,00","17808,00"
209,data produto,norte,pa,belem,Outros,Prisma OOH,Front,Painel de Led,0,1,6,12,2,Mensal,2,0,0,0,1,"7920,00","0,25","5940,00","11880,00"
210,data produto,norte,pa,belem,Outros,Puraka,Front,Painel de Led,0,1,6,12,2,Mensal,2,0,0,0,1,"18500,00","0,60","7400,00","14800,00"
211,data produto,norte,pa,belem,Outros,Puraka,Front,Frontlight,1,0,6,12,2,Mensal,2,0,0,0,1,"20500,00","0,58","8610,00","17220,00"
212,data produto,norte,pa,belem,Eletromidia,Bureau de Mídia,Front,Painel de Led,0,1,6,12,1,Mensal,1,0,0,0,1,"8125,00","0,15","6906,25","6906,25"
213,data produto,norte,pa,belem,Eletromidia,Bureau de Mídia,Front,Envelopamento Barco,1,0,1,3,1,Mensal,1,0,0,0,1,"73000,00","0,00","73000,00","73000,00"
214,data promo,norte,pa,belem,Eletromidia,Eletromidia,Front,Painel de Led,0,1,6,12,1,Semanal,1,0,1,0,1,"5929,00","0,60","2371,60","2371,60"
215,data promo,norte,pa,belem,Bigdoor,WeOOH,Front,Painel de Led,0,1,6,12,2,Mensal,2,0,0,0,1,"27024,15","0,75","6756,04","13512,08"
216,data promo,norte,pa,belem,Eletromidia,Brasil Midia Exterior,Front,Painel de Led,0,1,6,12,2,Mensal,2,0,0,0,1,"7000,00","0,10","6300,00","12600,00"
217,data promo,norte,pa,belem,Eletromidia,Brasil Midia Exterior,Front,Frontlight,1,0,4,8,1,Mensal,1,0,0,0,1,"7500,00","0,10","6750,00","6750,00"
218,data promo,norte,pa,belem,Eletromidia,Brasil Midia Exterior,Outdoor,Outdoor lonado,1,0,15,30,30,Mensal,30,0,0,0,1,"2650,00","0,10","2385,00","71550,00"
219,data promo,norte,pa,belem,Bigdoor,Ultra OOH,Front,Painel de Led,0,1,6,12,1,Mensal,1,0,0,0,1,"5593,00","0,25","4194,75","4194,75"
220,data promo,norte,pa,belem,Bigdoor,Ultra OOH,Front,Frontlight,1,0,4,8,2,Mensal,2,0,0,0,1,"8340,00","0,30","5838,00","11676,00"
221,data promo,norte,pa,belem,Bigdoor,Green Outdoor,Front,Painel de Led,0,1,6,12,1,Mensal,1,0,0,0,1,"2362,00","0,20","1889,60","1889,60"
222,data promo,norte,pa,belem,Bigdoor,Green Outdoor,Outdoor,Outdoor lonado,1,0,15,30,30,Mensal,30,0,0,0,1,"2650,00","0,20","2120,00","63600,00"
223,data promo,norte,pa,belem,Outros,S2X Promoções,Busdoor,Carro de Som,1,0,7,30,7,Diaria 8 horas,7,0,0,0,1,"2120,00","0,40","1272,00","8904,00"
224,data promo,norte,pa,belem,Outros,Prisma OOH,Front,Painel de Led,0,1,6,12,2,Mensal,2,0,0,0,1,"7920,00","0,25","5940,00","11880,00"
225,data promo,norte,pa,belem,Outros,Puraka,Front,Painel de Led,0,1,6,12,3,Mensal,3,0,0,0,1,"18500,00","0,60","7400,00","22200,00"
226,data promo,norte,pa,belem,Outros,Puraka,Front,Frontlight,1,0,4,8,2,Mensal,2,0,0,0,1,"20500,00","0,58","8610,00","17220,00"
227,data promo,norte,pa,belem,Eletromidia,Bureau de Mídia,Front,Painel de Led,0,1,6,12,2,Mensal,2,0,0,0,1,"8125,00","0,15","6906,25","13812,50"
228,data promo,norte,pa,belem,Eletromidia,Bureau de Mídia,MUB,BikeDoor,1,0,5,10,4,Diario,4,4,4,4,4,"1944,00","0,15","1652,40","26438,40"
229,data promo,norte,pa,belem,Outros,Cartaxi,Busdoor,Taxi - vidro traseiro,1,0,10,35,20,Mensal,20,0,0,0,1,"1600,00","0,50","800,00","16000,00"
230,ouro produto,norte,pa,belem,Bigdoor,WeOOH,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"27024,15","0,75","6756,04","6756,04"
231,ouro produto,norte,pa,belem,Eletromidia,Brasil Midia Exterior,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"7000,00","0,10","6300,00","6300,00"
232,ouro produto,norte,pa,belem,Eletromidia,Brasil Midia Exterior,Front,Frontlight,1,0,3,6,1,Mensal,1,0,0,0,1,"7500,00","0,10","6750,00","6750,00"
233,ouro produto,norte,pa,belem,Eletromidia,Brasil Midia Exterior,Outdoor,Outdoor lonado,1,0,10,20,18,Mensal,18,0,0,0,1,"2650,00","0,10","2385,00","42930,00"
234,ouro produto,norte,pa,belem,Bigdoor,Ultra OOH,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"5593,00","0,25","4194,75","4194,75"
235,ouro produto,norte,pa,belem,Bigdoor,Ultra OOH,Front,Frontlight,1,0,3,6,2,Mensal,2,0,0,0,1,"8340,00","0,30","5838,00","11676,00"
236,ouro produto,norte,pa,belem,Bigdoor,Ultra OOH,Empena,Empena,1,0,1,3,3,Mensal,3,0,0,0,1,"19133,33","0,25","14350,00","43050,00"
237,ouro produto,norte,pa,belem,Bigdoor,Green Outdoor,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"2362,00","0,20","1889,60","1889,60"
238,ouro produto,norte,pa,belem,Bigdoor,Green Outdoor,Outdoor,Outdoor lonado,1,0,10,20,18,Mensal,18,0,0,0,1,"2650,00","0,20","2120,00","38160,00"
239,ouro produto,norte,pa,belem,Outros,S2X Promoções,Busdoor,Carro de Som,1,0,5,20,4,Diaria 8 horas,5,0,5,0,2,"2120,00","0,40","1272,00","10176,00"
240,ouro produto,norte,pa,belem,Outros,Prisma OOH,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"7920,00","0,25","5940,00","5940,00"
241,ouro produto,norte,pa,belem,Outros,Puraka,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"18500,00","0,60","7400,00","7400,00"
242,ouro produto,norte,pa,belem,Outros,Puraka,Front,Frontlight,1,0,3,6,1,Mensal,1,0,0,0,1,"20500,00","0,58","8610,00","8610,00"
243,ouro produto,norte,pa,belem,Eletromidia,Bureau de Mídia,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"8125,00","0,15","6906,25","6906,25"
244,ouro produto,norte,pa,belem,Eletromidia,Bureau de Mídia,Front,Envelopamento Barco,1,0,1,3,1,Mensal,1,0,0,0,1,"73000,00","0,00","73000,00","73000,00"
245,ouro promo,norte,pa,belem,Bigdoor,WeOOH,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"27024,15","0,75","6756,04","6756,04"
246,ouro promo,norte,pa,belem,Eletromidia,Brasil Midia Exterior,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"7000,00","0,10","6300,00","6300,00"
247,ouro promo,norte,pa,belem,Eletromidia,Brasil Midia Exterior,Front,Frontlight,1,0,3,6,1,Mensal,1,0,0,0,1,"7500,00","0,10","6750,00","6750,00"
248,ouro promo,norte,pa,belem,Eletromidia,Brasil Midia Exterior,Outdoor,Outdoor lonado,1,0,10,20,18,Mensal,18,0,0,0,1,"2650,00","0,10","2385,00","42930,00"
249,ouro promo,norte,pa,belem,Bigdoor,Ultra OOH,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"5593,00","0,25","4194,75","4194,75"
250,ouro promo,norte,pa,belem,Bigdoor,Ultra OOH,Front,Frontlight,1,0,3,6,2,Mensal,2,0,0,0,1,"8340,00","0,30","5838,00","11676,00"
251,ouro promo,norte,pa,belem,Bigdoor,Green Outdoor,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"2362,00","0,20","1889,60","1889,60"
252,ouro promo,norte,pa,belem,Bigdoor,Green Outdoor,Outdoor,Outdoor lonado,1,0,10,20,18,Mensal,18,0,0,0,1,"2650,00","0,20","2120,00","38160,00"
253,ouro promo,norte,pa,belem,Outros,S2X Promoções,Busdoor,Carro de Som,1,0,5,20,4,Diaria 8 horas,5,0,5,0,2,"2120,00","0,40","1272,00","10176,00"
254,ouro promo,norte,pa,belem,Outros,Prisma OOH,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"7920,00","0,25","5940,00","5940,00"
255,ouro promo,norte,pa,belem,Outros,Puraka,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"18500,00","0,60","7400,00","7400,00"
256,ouro promo,norte,pa,belem,Outros,Puraka,Front,Frontlight,1,0,3,6,1,Mensal,1,0,0,0,1,"20500,00","0,58","8610,00","8610,00"
257,ouro promo,norte,pa,belem,Eletromidia,Bureau de Mídia,Front,Painel de Led,0,1,4,8,1,Mensal,1,0,0,0,1,"8125,00","0,15","6906,25","6906,25"
258,ouro promo,norte,pa,belem,Eletromidia,Bureau de Mídia,MUB,BikeDoor,1,0,5,10,4,Diario,4,4,4,4,4,"1944,00","0,15","1652,40","26438,40"
259,ouro promo,norte,pa,belem,Outros,Cartaxi,Busdoor,Taxi - vidro traseiro,1,0,10,35,20,Mensal,20,0,0,0,1,"1600,00","0,50","800,00","16000,00"
260,prata,norte,pa,belem,Bigdoor,WeOOH,Front,Painel de Led,0,1,6,12,1,Mensal,1,0,0,0,1,"27024,15","0,75","6756,04","6756,04"
261,prata,norte,pa,belem,Eletromidia,Brasil Midia Exterior,Front,Painel de Led,0,1,6,12,1,Mensal,1,0,0,0,1,"7000,00","0,10","6300,00","6300,00"
262,prata,norte,pa,belem,Eletromidia,Brasil Midia Exterior,Front,Frontlight,1,0,4,8,1,Mensal,1,0,0,0,1,"7500,00","0,10","6750,00","6750,00"
263,prata,norte,pa,belem,Eletromidia,Brasil Midia Exterior,Outdoor,Outdoor lonado,1,0,15,30,13,Mensal,13,0,0,0,1,"2650,00","0,10","2385,00","31005,00"
264,prata,norte,pa,belem,Bigdoor,Ultra OOH,Front,Painel de Led,0,1,6,12,1,Mensal,1,0,0,0,1,"5593,00","0,25","4194,75","4194,75"
265,prata,norte,pa,belem,Bigdoor,Ultra OOH,Front,Frontlight,1,0,4,8,2,Mensal,2,0,0,0,1,"8340,00","0,30","5838,00","11676,00"
266,prata,norte,pa,belem,Bigdoor,Green Outdoor,Front,Painel de Led,0,1,6,12,1,Mensal,1,0,0,0,1,"2362,00","0,20","1889,60","1889,60"
267,prata,norte,pa,belem,Bigdoor,Green Outdoor,Outdoor,Outdoor lonado,1,0,15,30,13,Mensal,13,0,0,0,1,"2650,00","0,20","2120,00","27560,00"
268,prata,norte,pa,belem,Outros,S2X Promoções,Busdoor,Carro de Som,1,0,7,30,2,Diaria 8 horas,2,0,2,0,4,"2120,00","0,40","1272,00","10176,00"
269,prata,norte,pa,belem,Outros,Prisma OOH,Front,Painel de Led,0,1,6,12,2,Mensal,2,0,0,0,1,"7920,00","0,25","5940,00","11880,00"
270,prata,norte,pa,belem,Outros,Puraka,Front,Painel de Led,0,1,6,12,2,Mensal,2,0,0,0,1,"18500,00","0,60","7400,00","14800,00"
271,prata,norte,pa,belem,Outros,Puraka,Front,Frontlight,1,0,4,8,2,Mensal,2,0,0,0,1,"20500,00","0,58","8610,00","17220,00"
272,prata,norte,pa,belem,Eletromidia,Bureau de Mídia,Front,Painel de Led,0,1,6,12,1,Mensal,1,0,0,0,1,"8125,00","0,15","6906,25","6906,25"
273,data produto,norte,rr,boa vista,Bigdoor,M2 comunicações,Front,Frontlight,1,0,3,5,3,Mensal,3,0,1,0,1,"4480,00","0,20","3584,00","10752,00"
274,data produto,norte,rr,boa vista,Outros,Telas Promo,Front,Painel de Led,0,1,2,4,2,Mensal,2,0,0,0,1,"5000,00","0,25","3750,00","7500,00"
275,data produto,norte,rr,boa vista,Outros,Telas Promo,Front,Circuito interno Led,0,1,1,2,2,Mensal,2,0,0,0,1,"5000,00","0,25","3750,00","7500,00"
276,data produto,norte,rr,boa vista,Outros,Telas Promo,Front,Frontlight,1,0,3,5,2,Mensal,2,0,0,0,1,"5500,00","0,25","4125,00","8250,00"
277,data promo,norte,rr,boa vista,Bigdoor,M2 comunicações,Front,Frontlight,1,0,2,3,2,Mensal,2,0,0,0,1,"4480,00","0,20","3584,00","7168,00"
278,data promo,norte,rr,boa vista,Outros,Telas Promo,Front,Painel de Led,0,1,2,4,2,Mensal,2,0,0,0,1,"5000,00","0,25","3750,00","7500,00"
279,data promo,norte,rr,boa vista,Outros,Telas Promo,Front,Circuito interno Led,0,1,1,2,2,Mensal,2,0,0,0,1,"5000,00","0,25","3750,00","7500,00"
280,data promo,norte,rr,boa vista,Outros,Telas Promo,Front,Frontlight,1,0,1,2,1,Mensal,1,0,0,0,1,"5500,00","0,25","4125,00","4125,00"
281,data promo,norte,rr,boa vista,Outros,Cartaxi,Busdoor,Vidro traseiro + interno,1,0,3,8,8,Mensal,8,0,0,0,1,"1600,00","0,70","480,00","3840,00"
282,data promo,norte,rr,boa vista,Outros,Telas Promo,Busdoor,Busdoor,1,0,2,5,4,Mensal,4,0,0,0,1,"2000,00","0,45","1100,00","4400,00"
283,ouro produto,norte,rr,boa vista,Bigdoor,M2 comunicações,Front,Frontlight,1,0,2,3,2,Mensal,2,0,0,0,1,"4480,00","0,20","3584,00","7168,00"
284,ouro produto,norte,rr,boa vista,Outros,Telas Promo,Front,Painel de Led,0,1,2,4,2,Mensal,2,0,0,0,1,"5000,00","0,25","3750,00","7500,00"
285,ouro produto,norte,rr,boa vista,Outros,Telas Promo,Front,Circuito interno Led,0,1,1,2,2,Mensal,2,0,0,0,1,"5000,00","0,25","3750,00","7500,00"
286,ouro produto,norte,rr,boa vista,Outros,Telas Promo,Front,Frontlight,1,0,1,2,1,Mensal,1,0,0,0,1,"5500,00","0,25","4125,00","4125,00"
287,ouro promo,norte,rr,boa vista,Bigdoor,M2 comunicações,Front,Frontlight,1,0,2,3,1,Mensal,1,0,0,0,1,"4480,00","0,20","3584,00","3584,00"
288,ouro promo,norte,rr,boa vista,Outros,Telas Promo,Front,Painel de Led,0,1,2,4,2,Mensal,2,0,0,0,1,"5000,00","0,25","3750,00","7500,00"
289,ouro promo,norte,rr,boa vista,Outros,Telas Promo,Front,Circuito interno Led,0,1,1,2,2,Mensal,2,0,0,0,1,"5000,00","0,25","3750,00","7500,00"
290,ouro promo,norte,rr,boa vista,Outros,Telas Promo,Front,Frontlight,1,0,1,2,1,Mensal,1,0,0,0,1,"5500,00","0,25","4125,00","4125,00"
291,ouro promo,norte,rr,boa vista,Outros,Cartaxi,Busdoor,Vidro traseiro + interno,1,0,3,8,6,Mensal,6,0,0,0,1,"1600,00","0,70","480,00","2880,00"
292,ouro promo,norte,rr,boa vista,Outros,Telas Promo,Busdoor,Busdoor,1,0,2,5,3,Mensal,3,0,0,0,1,"2000,00","0,45","1100,00","3300,00"
293,prata,norte,rr,boa vista,Bigdoor,M2 comunicações,Front,Frontlight,1,0,2,3,1,Mensal,1,0,0,0,1,"4480,00","0,20","3584,00","3584,00"
294,prata,norte,rr,boa vista,Outros,Telas Promo,Front,Painel de Led,0,1,2,4,1,Mensal,1,0,0,0,1,"5000,00","0,25","3750,00","3750,00"
295,prata,norte,rr,boa vista,Outros,Telas Promo,Front,Circuito interno Led,0,1,1,2,1,Mensal,1,0,0,0,1,"5000,00","0,25","3750,00","3750,00"
296,prata,norte,rr,boa vista,Outros,Telas Promo,Front,Frontlight,1,0,1,2,1,Mensal,1,0,0,0,1,"5500,00","0,25","4125,00","4125,00"
297,prata,norte,rr,boa vista,Outros,Cartaxi,Busdoor,Vidro traseiro + interno,1,0,3,8,2,Mensal,2,0,0,0,1,"1600,00","0,70","480,00","960,00"
298,prata,norte,rr,boa vista,Outros,Telas Promo,Busdoor,Busdoor,1,0,2,5,1,Mensal,1,0,0,0,1,"2000,00","0,45","1100,00","1100,00"
299,data produto,norte,ap,macapa,Eletromidia,Bureau de mídia,Front,Frontlight,1,0,2,3,2,Mensal,2,0,1,0,1,"5200,00","0,34","3432,00","6864,00"
300,data produto,norte,ap,macapa,Eletromidia,Bureau de mídia,Front,Painel de Led,0,1,2,4,2,Mensal,2,0,0,0,1,"7800,00","0,34","5148,00","10296,00"
301,data produto,norte,ap,macapa,Bigdoor,Atos,Front,Frontlight,1,0,2,4,1,Mensal,1,0,0,0,1,"3500,00","0,20","2800,00","2800,00"
302,data produto,norte,ap,macapa,Bigdoor,Atos,Outdoor,Outdoor lonado,1,0,10,20,15,Mensal,15,0,0,0,1,"1500,00","0,20","1200,00","18000,00"
303,data produto,norte,ap,macapa,Bigdoor,Atos,Outdoor,Outdoor lonado,1,0,10,20,15,Mensal,0,0,15,0,1,"1500,00","0,20","1200,00","18000,00"
304,data promo,norte,ap,macapa,Eletromidia,Bureau de mídia,Front,Frontlight,1,0,2,3,1,Mensal,1,0,0,0,1,"5200,00","0,34","3432,00","3432,00"
305,data promo,norte,ap,macapa,Eletromidia,Bureau de mídia,Front,Painel de Led,0,1,2,4,1,Mensal,1,0,0,0,1,"7800,00","0,34","5148,00","5148,00"
306,data promo,norte,ap,macapa,Eletromidia,Bureau de mídia,Busdoor,Busdoor,1,0,5,10,3,Mensal,3,0,0,0,1,"1550,00","0,20","1240,00","3720,00"
307,data promo,norte,ap,macapa,Eletromidia,Bureau de mídia,MUB,Bikedoor,1,0,2,5,4,Diaria,4,0,4,0,2,"2450,00","0,20","1960,00","15680,00"
308,data promo,norte,ap,macapa,Bigdoor,Atos,Front,Frontlight,1,0,2,4,1,Mensal,1,0,0,0,1,"3500,00","0,20","2800,00","2800,00"
309,data promo,norte,ap,macapa,Bigdoor,Atos,Outdoor,Outdoor lonado,1,0,10,20,13,Mensal,13,0,0,0,1,"1500,00","0,20","1200,00","15600,00"
310,data promo,norte,ap,macapa,Bigdoor,Atos,Outdoor,Outdoor lonado,1,0,10,20,13,Mensal,0,0,13,0,1,"1500,00","0,20","1200,00","15600,00"
311,ouro produto,norte,ap,macapa,Eletromidia,Bureau de mídia,Front,Frontlight,1,0,2,3,1,Mensal,1,0,0,0,1,"5200,00","0,34","3432,00","3432,00"
312,ouro produto,norte,ap,macapa,Eletromidia,Bureau de mídia,Front,Painel de Led,0,1,2,4,2,Mensal,1,0,0,0,1,"7800,00","0,34","5148,00","10296,00"
